image_path,GHI,Sky_Condition
D:\Image\20250123_072100.jpg,304.63,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_072130.jpg,298.46,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_072200.jpg,292.64,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_072230.jpg,287.37,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_072300.jpg,281.29,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_072330.jpg,275.41,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_072400.jpg,269.71,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_072430.jpg,265.16,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_072500.jpg,260.23,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_072530.jpg,254.53,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_072600.jpg,249.59,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_072630.jpg,244.23,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_072700.jpg,239.26,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_072730.jpg,234.03,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_072800.jpg,229.58,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_072830.jpg,225.46,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_072900.jpg,221.58,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_072930.jpg,218.19,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_073000.jpg,214.78,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_073030.jpg,211.56,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_073100.jpg,208.83,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_073130.jpg,206.93,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_073200.jpg,205.21,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_073230.jpg,203.78,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_073300.jpg,203.59,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_073330.jpg,203.59,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_073400.jpg,204.62,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_073430.jpg,205.65,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_073500.jpg,208.19,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_073530.jpg,210.72,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_073600.jpg,213.39,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_073630.jpg,216.71,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_073700.jpg,219.27,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_073730.jpg,222.07,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_073800.jpg,223.75,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_073830.jpg,224.76,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_073900.jpg,225.95,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_073930.jpg,226.56,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_074000.jpg,227.98,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_074030.jpg,229.27,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_074100.jpg,230.77,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_074130.jpg,232.38,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_074200.jpg,233.62,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_074230.jpg,235.47,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_074300.jpg,237.91,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_074330.jpg,240.47,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_074400.jpg,243.68,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_074430.jpg,246.59,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_074500.jpg,250.21,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_074530.jpg,254.48,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_074600.jpg,258.49,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_074630.jpg,263.65,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_074700.jpg,268.4,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_074730.jpg,273.12,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_074800.jpg,278.16,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_074830.jpg,282.71,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_074900.jpg,286.67,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_074930.jpg,290.37,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_075000.jpg,293.68,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_075030.jpg,295.57,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_075100.jpg,297.18,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_075130.jpg,298.57,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_075200.jpg,299.45,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_075230.jpg,300.16,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_075300.jpg,300.24,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_075330.jpg,299.25,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_075400.jpg,297.82,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_075430.jpg,295.61,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_075500.jpg,293.65,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_075530.jpg,291.94,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_075600.jpg,290.81,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_075630.jpg,290.3,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_075700.jpg,290.31,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_075730.jpg,290.75,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_075800.jpg,292.69,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_075830.jpg,295.22,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_075900.jpg,298.17,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_075930.jpg,301.17,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_080000.jpg,304.76,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_080030.jpg,308.75,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_080100.jpg,313.06,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_080130.jpg,317.25,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_080200.jpg,322.12,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_080230.jpg,325.07,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_080300.jpg,325.93,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_080330.jpg,325.8,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_080400.jpg,323.88,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_080430.jpg,323.07,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_080500.jpg,323.16,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_080530.jpg,325.14,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_080600.jpg,326.97,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_080630.jpg,326.15,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_080700.jpg,324.44,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_080730.jpg,325.36,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_080800.jpg,328.78,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_080830.jpg,333.45,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_080900.jpg,337.94,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_080930.jpg,344.57,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_081000.jpg,345.23,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_081030.jpg,353.56,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_081100.jpg,358.34,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_081130.jpg,369.49,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_081200.jpg,364.11,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_081230.jpg,370.61,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_081300.jpg,375.66,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_081330.jpg,373.88,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_081400.jpg,368.88,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_081430.jpg,372.97,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_081500.jpg,358.17,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_081530.jpg,352.28,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_081600.jpg,351.45,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_081630.jpg,347.63,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_081700.jpg,345.3,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_081730.jpg,348.47,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_081800.jpg,356.2,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_081830.jpg,352.61,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_081900.jpg,347.33,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_081930.jpg,353.65,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_082000.jpg,347.15,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_082030.jpg,344.04,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_082100.jpg,343.19,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_082130.jpg,343.27,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_082200.jpg,340.92,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_082230.jpg,339.51,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_082300.jpg,339.99,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_082330.jpg,342.39,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_082400.jpg,333.91,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_082430.jpg,327.87,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_082500.jpg,321.83,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_082530.jpg,316.81,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_082600.jpg,313.49,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_082630.jpg,309.5,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_082700.jpg,305.84,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_082730.jpg,303.92,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_082800.jpg,306.13,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_082830.jpg,301.7,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_082900.jpg,296.69,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_082930.jpg,294.14,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_083000.jpg,292.25,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_083030.jpg,290.5,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_083100.jpg,288.65,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_083130.jpg,286.6,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_083200.jpg,283.85,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_083230.jpg,281.52,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_083300.jpg,278.7,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_083330.jpg,275.81,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_083400.jpg,272.37,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_083430.jpg,269.84,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_083500.jpg,266.71,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_083530.jpg,263.23,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_083600.jpg,259.19,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_083630.jpg,254.28,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_083700.jpg,249.99,"Partly Clear (Low Cloud Cover, Low Clear-Sky Index)"
D:\Image\20250123_083730.jpg,244.78,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_083800.jpg,239.45,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_083830.jpg,234.23,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_083900.jpg,229.47,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_083930.jpg,225.09,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_084000.jpg,220.84,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_084030.jpg,217.4,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_084100.jpg,214.45,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_084130.jpg,211.38,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_084200.jpg,208.92,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_084230.jpg,206.62,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_084300.jpg,203.83,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_084330.jpg,201.03,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_084400.jpg,198.54,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_084430.jpg,196.05,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_084500.jpg,193.93,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_084530.jpg,191.99,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_084600.jpg,190.54,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_084630.jpg,189.4,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_084700.jpg,188.78,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_084730.jpg,188.36,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_084800.jpg,188.21,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_084830.jpg,188.32,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_084900.jpg,188.75,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_084930.jpg,189.5,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_085000.jpg,189.83,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_085030.jpg,190.17,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_085100.jpg,189.94,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_085130.jpg,189.35,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_085200.jpg,188.56,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_085230.jpg,187.74,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_085300.jpg,186.33,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_085330.jpg,184.81,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_085400.jpg,183.05,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_085430.jpg,181.66,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_085500.jpg,180.03,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_085530.jpg,179.17,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_085600.jpg,178.16,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_085630.jpg,177.32,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_085700.jpg,176.35,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_085730.jpg,175.69,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_085800.jpg,175.12,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_085830.jpg,175.05,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_085900.jpg,175.29,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_085930.jpg,175.23,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_090000.jpg,175.43,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_090030.jpg,176.15,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_090100.jpg,177.08,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_090130.jpg,178.4,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_090200.jpg,179.26,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_090230.jpg,179.68,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_090300.jpg,179.9,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_090330.jpg,179.66,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_090400.jpg,178.84,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_090430.jpg,177.61,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_090500.jpg,175.42,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_090530.jpg,173.31,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_090600.jpg,171.35,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_090630.jpg,169.28,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_090700.jpg,167.47,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_090730.jpg,166.2,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_090800.jpg,165.18,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_090830.jpg,164.23,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_090900.jpg,163.09,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_090930.jpg,161.5,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_091000.jpg,159.41,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_091030.jpg,157.8,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_091100.jpg,156.02,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_091130.jpg,154.19,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_091200.jpg,152.98,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_091230.jpg,151.57,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_091300.jpg,150.05,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_091330.jpg,148.08,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_091400.jpg,146.15,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_091430.jpg,144.07,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_091500.jpg,141.83,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_091530.jpg,139.56,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_091600.jpg,137.29,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_091630.jpg,135.7,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_091700.jpg,133.69,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_091730.jpg,132.4,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_091800.jpg,130.94,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_091830.jpg,129.88,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_091900.jpg,128.94,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_091930.jpg,128.43,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_092000.jpg,127.73,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_092030.jpg,127.28,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_092100.jpg,126.89,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_092130.jpg,126.56,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_092200.jpg,126.31,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_092230.jpg,126.01,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_092300.jpg,125.5,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_092330.jpg,125.45,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_092400.jpg,125.37,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_092430.jpg,125.46,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_092500.jpg,125.89,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_092530.jpg,126.6,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_092600.jpg,128.05,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_092630.jpg,129.4,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_092700.jpg,131.74,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_092730.jpg,133.81,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_092800.jpg,136.52,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_092830.jpg,138.94,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_092900.jpg,142.05,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_092930.jpg,144.84,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_093000.jpg,147.25,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_093030.jpg,149.93,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_093100.jpg,152.58,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_093130.jpg,155.46,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_093200.jpg,157.91,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_093230.jpg,160.4,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_093300.jpg,162.98,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_093330.jpg,165.23,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
